,Soma_region,Cortical_layer,Transgenic_line,Brain_id,Subclass_or_type,Celltype,final_celltype
17109_1701_x8048_y22277,AId,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AId,Car3_AId
17109_1801_x6698_y12550,AId,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AId,Car3_AId
17109_1901_x9602_y10508,AId,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AId,Car3_AId
17109_2201_x8046_y23301,MOs,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_MO,Car3_MO
17109_2301_x8535_y23051,AId,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AId,Car3_AId
17109_2301_x9418_y23665,AId,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AId,Car3_AId
17109_2401_x8977_y24184,MOp,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_MO,Car3_MO
17109_2401_x9338_y2394,AId,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AId,Car3_AId
17109_2401_x9695_y9693,CLA,,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,CLA,CLA
17109_2401_x9954_y9122,AId,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AId,Car3_AId
17109_2500_x9864_y9311,CLA,,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,CLA,CLA
17109_2601_x10213_y8783,CLA,,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,CLA,CLA
17109_2601_x9296_y24691,CLA,,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,CLA,CLA
17109_2601_x9498_y8169,AId,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AId,Car3_AId
17109_3101_x10824_y7188,CLA,,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,CLA,CLA
17109_3701_x9228_y26684,SSs,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_SSs,Car3_SS
17109_4101_x6753_y6197,SSs,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_SSs,Car3_SS
17109_4764_x6621_y5727,SSs,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_SSs,Car3_SS
17109_4772_x9038_y27257,SSs,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_SSs,Car3_SS
17109_6201_x4328_y6753,VISp,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_VIS,Car3_VIS
17109_6301_x4756_y24516,VISrl,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_VIS,Car3_VIS
17109_6401_x7641_y3978,AUDv,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AUD,Car3_AUD
17109_6401_x7989_y3767,AUDv,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AUD,Car3_AUD
17109_6501_x6997_y4287,AUDpo,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_AUD,Car3_AUD
17109_6601_x4384_y7436,VISal,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_VIS,Car3_VIS
17109_6601_x5417_y25287,VISal,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_VIS,Car3_VIS
17109_6801_x7432_y4405,TEa,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_TEa,Car3_TEa
17109_6901_x7203_y26714,TEa,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_TEa,Car3_TEa
17109_7001_x5738_y6470,VISl,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_VIS,Car3_VIS
17109_7001_x6205_y5194,TEa,6,Gnb4-IRES2-CreERT2;Ai140_297974-17109,17109,Car3,Car3_TEa,Car3_TEa
17300_3426_x20339_y44872,SSs,5,Plxnd1-CreER;Ai82;Ai140_314107-17300,17300,CTX_IT,IT_SSs,IT_SS
17300_3514_x19676_y45282,SSs,5,Plxnd1-CreER;Ai82;Ai140_314107-17300,17300,CTX_IT,IT_SSs,IT_SS
17300_5571_x27063_y39610,VISa,5,Plxnd1-CreER;Ai82;Ai140_314107-17300,17300,CTX_IT,IT_VIS,IT_VIS
17300_5896_x24862_y27320,RSPv,5,Plxnd1-CreER;Ai82;Ai140_314107-17300,17300,CTX_IT,IT_RSP,IT_RSP
17300_5969_x27278_y20820,VISp,5,Plxnd1-CreER;Ai82;Ai140_314107-17300,17300,CTX_IT,IT_VIS,IT_VIS
17300_6010_x23413_y13446,VISal,5,Plxnd1-CreER;Ai82;Ai140_314107-17300,17300,CTX_IT,IT_VIS,IT_VIS
17302_00001,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00002,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00003,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00005,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00006,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00007,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00009,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00010,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00011,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00013,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00014,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00015,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00016,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00017,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00018,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00020,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPL,VPL
17302_00021,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPL,VPL
17302_00023,AM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,AM,AM
17302_00024,PVT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_matrix,PVT,PVT
17302_00025,MD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_matrix,MD,MD
17302_00027,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00030,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00031,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00032,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00033,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00035,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,MG,MG
17302_00036,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,MG,MG
17302_00037,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPM,VPM
17302_00038,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,MG,MG
17302_00039,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00040,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00041,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00043,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00044,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00045,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00046,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00047,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00048,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00049,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00050,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00052,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,MG,MG
17302_00053,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPM,VPM
17302_00054,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPM,VPM
17302_00055,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00056,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00057,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00059,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00062,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00063,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00064,LD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LD,LD
17302_00065,LD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LD,LD
17302_00066,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00074,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00075,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00076,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,MG,MG
17302_00077,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,MG,MG
17302_00078,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPL,VPL
17302_00079,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,MG,MG
17302_00080,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00081,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00085,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00086,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00087,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00091,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00093,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00094,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00095,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00096,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00097,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_SNr,CP_SNr,CP_SNr
17302_00098,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00099,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00101,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00102,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00103,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00105,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00106,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00108,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_others,CP_others,CP_others
17302_00110,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00112,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPM,VPM
17302_00113,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPM,VPM
17302_00114,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPM,VPM
17302_00115,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPM,VPM
17302_00116,VPL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,VPL,VPL
17302_00117,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00118,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00119,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00120,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00121,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_core,LGd,LGd
17302_00123,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00124,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,CP_GPe,CP_GPe,CP_GPe
17302_00125,LP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321237-17302,17302,TH_matrix,LP,LP
17543_2434_x11441_y5587,SSp-m,4,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,IT_SSp-m,IT_SS
17543_3308_x10077_y3766,SSs,4,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,IT_SSs,IT_SS
17543_3471_x12087_y3637,VISC,5,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,IT_VISC,IT_VISC
17543_3705_x9619_y20864,SSp-m,4,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,IT_SSp-m,IT_SS
17543_3828_x6023_y17044,SSp-ll,4,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,IT_SSp-ll,IT_SS
17543_3842_x7369_y3542,SSp-bfd,2月3日,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,IT_SSp-bfd,IT_SS
17543_4868_x6727_y21047,SSs,,Tlx3-Cre_PL56;Ai82;Ai161-325875,17543,CTX_IT,IT_SSs,IT_SS
17543_4926_x5833_y20277,SSp-bfd,,Tlx3-Cre_PL56;Ai82;Ai161-325875,17543,CTX_IT,IT_SSp-bfd,IT_SS
17543_5296_x5131_y20385,VISal,5,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,IT_VIS,IT_VIS
17543_5334_x5066_y20381,VISal,5,Tlx3-Cre_PL56;Ai82;Ai161_325875-17543,17543,CTX_IT,IT_VIS,IT_VIS
17545_00001,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,CP_others,CP_others
17545_00003,VAL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VAL,VAL
17545_00004,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00006,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00007,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00008,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00023,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00024,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00025,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00026,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00027,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00028,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00029,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00030,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00040,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00041,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,CP_others,CP_others
17545_00044,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00045,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00046,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00047,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,CP_others,CP_others
17545_00048,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_others,CP_others,CP_others
17545_00050,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00052,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00053,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00054,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00055,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00056,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00057,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00058,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00059,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00060,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00063,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00064,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00065,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00066,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00067,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00068,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00071,VAL,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VAL,VAL
17545_00073,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00074,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00075,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00078,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00081,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,MG,MG
17545_00082,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,MG,MG
17545_00084,VPMpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPMpc,VPMpc
17545_00085,VPMpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPMpc,VPMpc
17545_00088,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00089,LP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_matrix,LP,LP
17545_00091,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00092,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00093,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00094,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00095,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,LGd,LGd
17545_00110,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPM,VPM
17545_00111,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00113,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00115,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00116,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00118,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00119,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00120,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00121,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00122,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00124,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00125,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00126,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00129,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00130,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00131,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00132,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00136,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_GPe,CP_GPe,CP_GPe
17545_00138,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00140,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,CP_SNr,CP_SNr,CP_SNr
17545_00142,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_321244-17545,17545,TH_core,VPLpc,VPLpc
